X Y1 Y2 Y3 Y4 Y5 Y6 Y7 Y8 Y9 Y10
0.000000000000000000e+00 8.660254037844385966e-01 5.000000000000001110e-01 1.732050807568876749e+00 4.054651081081643849e-01 1.221402758160169855e+00 1.005722539278199879e+00 2.118844953777344831e+00 8.000000000000000000e+00 1.900000000000000000e+01
2.545454545454545539e-02 8.784707536977020004e-01 4.777961227320617343e-01 1.838589121809032445e+00 4.222924282406895213e-01 1.230318067320368858e+00 1.963913749576098322e+00 1.654823853887914531e+00 9.000000000000000000e+00 2.100000000000000000e+01
5.090909090909091078e-02 8.903469433757928986e-01 4.552826818816884669e-01 1.955591501297565094e+00 4.388412692651625924e-01 1.239298451442033988e+00 1.108458795931488439e+00 2.812615923095030945e-01 7.000000000000000000e+00 1.800000000000000000e+01
7.636363636363636964e-02 9.016462782484799821e-01 4.324742638824471963e-01 2.084855339492665216e+00 4.551206985540252603e-01 1.248344385522782707e+00 1.495486151566201016e-01 3.650482742795393420e+00 5.000000000000000000e+00 2.200000000000000000e+01
1.018181818181818216e-01 9.123614374891266809e-01 4.093856462832746179e-01 2.228611202596531005e+00 4.711393477096629256e-01 1.257456348027353066e+00 9.264447609021200236e-01 3.283106323640379021e-01 7.000000000000000000e+00 2.100000000000000000e+01
1.272727272727272874e-01 9.224854787578453674e-01 3.860317881741202051e-01 2.389661957946729753e+00 4.869054400483387446e-01 1.266634820912910797e+00 6.340529769971015028e-01 2.619754479797755220e+00 6.000000000000000000e+00 2.200000000000000000e+01
1.527272727272727393e-01 9.320118426994327132e-01 3.624278204939679893e-01 2.571579194525285050e+00 5.024268159509622800e-01 1.275880289654541810e+00 2.831647159830494420e+00 1.087567173439119905e+00 5.000000000000000000e+00 2.100000000000000000e+01
1.781818181818181912e-01 9.409343571931679806e-01 3.385890362275184584e-01 2.778986489571083407e+00 5.177109562763355655e-01 1.285193243270930319e+00 1.842071782002228097e-01 5.968145461842515598e-01 9.000000000000000000e+00 1.800000000000000000e+01
2.036363636363636431e-01 9.492472413517236696e-01 3.145308804968796612e-01 3.017977884563041613e+00 5.327650040119055186e-01 1.294574174350223483e+00 2.323034115114874343e+00 -5.644811562124151250e-01 6.000000000000000000e+00 1.800000000000000000e+01
2.290909090909090950e-01 9.569451092665962610e-01 2.902689405546901025e-01 3.296753374432413786e+00 5.475957843188736796e-01 1.304023579076087014e+00 3.140237429596156815e+00 -1.011151616613142012e+00 6.000000000000000000e+00 1.600000000000000000e+01
2.545454545454545747e-01 9.640229734976296649e-01 2.658189356851546892e-01 3.626615128124102139e+00 5.622098231124693646e-01 1.313541957253949288e+00 7.971397449093551302e-01 -4.458921021639320470e-01 3.000000000000000000e+00 2.000000000000000000e+01
2.800000000000000266e-01 9.704762483043729571e-01 2.411967070195385476e-01 4.023588299759655484e+00 5.766133643039937917e-01 1.323129812337436872e+00 2.928134422829116623e+00 2.417884919560094659e+00 5.000000000000000000e+00 2.100000000000000000e+01
3.054545454545454786e-01 9.763007526171760819e-01 2.164182072727142137e-01 4.511176600714163598e+00 5.908123858186560273e-01 1.332787651455004552e+00 1.759105859692111196e+00 -6.614339958011640208e-01 5.000000000000000000e+00 1.600000000000000000e+01
3.309090909090909305e-01 9.814927127461008372e-01 1.914994904074160953e-01 5.125301955937168863e+00 6.048126144920458191e-01 1.342515985436757875e+00 1.592542172546077772e+00 1.355086185396425558e+00 6.000000000000000000e+00 1.700000000000000000e+01
3.563636363636363824e-01 9.860487648258896565e-01 1.664567012328952433e-01 5.923755292052047317e+00 6.186195399381489990e-01 1.352315328841473319e+00 2.130356927126459077e+00 6.972974142871456449e-01 2.000000000000000000e+00 2.000000000000000000e+01
3.818181818181818343e-01 9.899659569954109006e-01 1.413060649447160089e-01 7.005827792195056247e+00 6.322384274729528908e-01 1.362186199983813406e+00 9.694212272337319192e-01 3.812033610742627587e+00 1.100000000000000000e+01 1.600000000000000000e+01
4.072727272727272863e-01 9.932417513101660100e-01 1.160638766124684473e-01 8.557716494569202581e+00 6.456743301697805970e-01 1.372129120961743443e+00 9.575144224349001476e-01 1.952534299487588498e+00 1.000000000000000000e+01 1.800000000000000000e+01
4.327272727272727382e-01 9.958740253866212866e-01 9.074649062221129547e-02 1.097424284463590283e+01 6.589321001154312407e-01 1.382144617684145427e+00 2.789885274401577853e-01 -8.621117788521489578e-01 6.000000000000000000e+00 1.900000000000000000e+01
4.581818181818181901e-01 9.978610737772976025e-01 6.537031008048384273e-02 1.526474438546692447e+01 6.720163989298719720e-01 1.392233219898635799e+00 9.202483141824635560e-01 -1.208773822715200286e+00 8.000000000000000000e+00 2.400000000000000000e+01
4.836363636363636420e-01 9.992016090757279700e-01 3.995177618674995018e-02 2.501019239808202244e+01 6.849317076065541965e-01 1.402395461219584138e+00 3.484565185233401419e+00 1.212128607823040660e+00 3.000000000000000000e+00 2.200000000000000000e+01
5.090909090909091494e-01 9.998947627505667679e-01 1.450735758116389156e-02 6.892328648801029090e+01 6.976823357253366664e-01 1.412631879156338810e+00 3.760225076594482463e+00 1.287811595864581049e+00 6.000000000000000000e+00 2.000000000000000000e+01
